Time,Category,Price,ID,Fee,StrikePrice,FutPrice,Date,ProductCode,SettlementPrice,SettlementDate,DateTime,SameStrikePrice,Delta,Vega,NewPrice,NewDate,NumMatchingTrades,Intrinsic_Value,PnL_Early_Close,PnL_Settlement
2024-04-17 04:43:00,C,0.7,TXO20450D4,11.0,20450.0,19931.0,2024-04-17,202404,20238,2024-04-17,44300,0.6714285714285714,0.009259650399539814,0.1569811968137525,0.6666666666666666,2024-04-17,24,0.0,-22.305,-75.605
2024-04-17 04:44:00,C,0.7,TXO20450D4,11.0,20450.0,19930.0,2024-04-17,202404,20238,2024-04-17,44400,0.6714285714285714,0.009259650399539814,0.1569811968137525,0.6666666666666666,2024-04-17,24,0.0,-22.305,-75.605
2024-04-17 04:46:00,C,0.6,TXO20450D4,11.0,20450.0,19930.0,2024-04-17,202404,20238,2024-04-17,44600,,,,0.6666666666666666,2024-04-17,24,0.0,,
2024-06-26 04:27:00,P,1.5,TX422300R4,11.0,22300.0,22810.0,2024-06-26,202406W4,22965,2024-06-26,42700,2.3,-0.0203475701191184,0.3613432687998039,1.1102409638554218,2024-06-26,166,0.0,-81.65846385542166,-160.115
2024-07-24 04:40:00,C,5.8,TX423250G4,11.0,23250.0,22714.0,2024-07-24,202407W4,22069,2024-07-26,44000,5.666666666666667,0.047600795137690666,1.8167991315596128,0.8553191489361701,2024-07-26,94,0.0,-262.89347517730505,-327.61666666666673
2024-07-24 04:40:00,C,2.7,TX423350G4,11.0,23350.0,22711.0,2024-07-24,202407W4,22069,2024-07-26,44000,2.7,0.0245717699788679,1.0555054955257368,0.575,2024-07-26,40,0.0,-128.41375,-179.135
2024-07-24 04:40:00,C,4.0,TX423300G4,11.0,23300.0,22711.0,2024-07-24,202407W4,22069,2024-07-26,44000,4.016666666666667,0.03495060920729701,1.4139378464313024,0.9111111111111112,2024-07-26,135,0.0,-177.52416666666664,-245.03416666666666
2024-07-24 04:41:00,C,4.0,TX423300G4,11.0,23300.0,22698.0,2024-07-24,202407W4,22069,2024-07-26,44100,4.025,0.03500197553714762,1.4152945466099753,0.9111111111111112,2024-07-26,135,0.0,-177.94125,-245.45125000000002
2024-07-24 04:41:00,C,4.0,TX423300G4,11.0,23300.0,22700.0,2024-07-24,202407W4,22069,2024-07-26,44100,4.025,0.03500197553714762,1.4152945466099753,0.9111111111111112,2024-07-26,135,0.0,-177.94125,-245.45125000000002
2024-07-24 04:41:00,C,4.0,TX423300G4,11.0,23300.0,22700.0,2024-07-24,202407W4,22069,2024-07-26,44100,4.025,0.03500197553714762,1.4152945466099753,0.9111111111111112,2024-07-26,135,0.0,-177.94125,-245.45125000000002
2024-07-24 04:41:00,C,1.5,TX423400G4,11.0,23400.0,22697.0,2024-07-24,202407W4,22069,2024-07-26,44100,,,,1.0261682242990657,2024-07-26,107,0.0,,
2024-07-24 04:41:00,C,1.5,TX423400G4,11.0,23400.0,22697.0,2024-07-24,202407W4,22069,2024-07-26,44100,,,,1.0261682242990657,2024-07-26,107,0.0,,
2024-07-24 04:41:00,C,1.0,TX423450G4,10.66666667,23450.0,22696.0,2024-07-24,202407W4,22069,2024-07-26,44100,,,,0.7166666666666665,2024-07-26,24,0.0,,
2024-07-24 04:41:00,C,1.0,TX423450G4,10.66666667,23450.0,22696.0,2024-07-24,202407W4,22069,2024-07-26,44100,,,,0.7166666666666665,2024-07-26,24,0.0,,
2024-07-24 04:41:00,C,1.0,TX423450G4,10.66666667,23450.0,22696.0,2024-07-24,202407W4,22069,2024-07-26,44100,,,,0.7166666666666665,2024-07-26,24,0.0,,
2024-07-24 04:41:00,C,5.6,TX423250G4,11.0,23250.0,22701.0,2024-07-24,202407W4,22069,2024-07-26,44100,6.366666666666667,0.0515073744451357,1.933147634587917,0.8553191489361701,2024-07-26,94,0.0,-297.928475177305,-362.6516666666667
2024-07-24 04:41:00,C,5.6,TX423250G4,11.0,23250.0,22701.0,2024-07-24,202407W4,22069,2024-07-26,44100,6.366666666666667,0.0515073744451357,1.933147634587917,0.8553191489361701,2024-07-26,94,0.0,-297.928475177305,-362.6516666666667
2024-07-24 04:41:00,C,5.6,TX423250G4,11.0,23250.0,22701.0,2024-07-24,202407W4,22069,2024-07-26,44100,6.366666666666667,0.0515073744451357,1.933147634587917,0.8553191489361701,2024-07-26,94,0.0,-297.928475177305,-362.6516666666667
2024-07-30 04:31:00,P,51.0,TX521600S4,13.5,21600.0,22034.0,2024-07-30,202407W5,22239,2024-07-31,43100,51.0,-0.18561124299545784,3.6286287335067517,53.010022271714924,2024-07-30,449,0.0,73.30061247216027,-2596.55
2024-07-30 04:31:00,P,51.0,TX521600S4,13.5,21600.0,22034.0,2024-07-30,202407W5,22239,2024-07-31,43100,51.0,-0.18561124299545784,3.6286287335067517,53.010022271714924,2024-07-30,449,0.0,73.30061247216027,-2596.55
2024-07-30 04:31:00,P,26.5,TX521400S4,12.0,21400.0,22033.0,2024-07-30,202407W5,22239,2024-07-31,43100,26.4,-0.10512618693442648,2.4687175519671807,25.915954415954417,2024-07-30,351,0.0,-48.81807692307695,-1365.32
2024-07-30 04:31:00,P,26.0,TX521400S4,12.0,21400.0,22033.0,2024-07-30,202407W5,22239,2024-07-31,43100,26.4,-0.10512618693442648,2.4687175519671807,25.915954415954417,2024-07-30,351,0.0,-48.81807692307695,-1365.32
2024-08-01 04:05:00,C,82.0,TX123100H4,15.0,23100.0,22642.0,2024-08-01,202408W1,21239,2024-08-07,40500,83.66666666666667,0.22987476193007125,9.085864865893694,105.24924924924925,2024-08-01,333,0.0,1047.6833333333325,-4230.516666666667
2024-08-02 04:00:00,P,149.0,TX121800T4,18.0,21800.0,22126.0,2024-08-02,202408W1,21239,2024-08-07,40000,149.5,-0.30302553817579275,9.42081791824913,223.2804232804233,2024-08-02,378,561.0,3648.382142857143,20524.525
2024-08-02 04:00:00,P,149.0,TX121800T4,18.0,21800.0,22131.0,2024-08-02,202408W1,21239,2024-08-07,40000,149.5,-0.30302553817579275,9.42081791824913,223.2804232804233,2024-08-02,378,561.0,3648.382142857143,20524.525
2024-08-02 04:01:00,P,121.0,TX121700T4,17.0,21700.0,22126.0,2024-08-02,202408W1,21239,2024-08-07,40100,118.97916666666667,-0.25531368651231584,8.66636000677581,181.17581047381546,2024-08-02,802,461.0,3072.8244415004147,17052.09270833333
2024-08-02 04:01:00,P,141.0,TX121800T4,18.0,21800.0,22167.0,2024-08-02,202408W1,21239,2024-08-07,40100,149.75,-0.3010633687608835,9.396351059909966,223.2804232804233,2024-08-02,378,561.0,3635.869642857143,20512.0125
2024-08-02 04:01:00,P,91.0,TX121600T4,16.0,21600.0,22157.0,2024-08-02,202408W1,21239,2024-08-07,40100,95.45454545454545,-0.2142906332190729,7.869056814694826,149.21691973969632,2024-08-02,461,361.0,2653.88514099783,13229.5
2024-08-02 04:01:00,P,134.0,TX121750T4,18.0,21750.0,22156.0,2024-08-02,202408W1,21239,2024-08-07,40100,137.66666666666666,-0.2795992320188733,9.077501506434427,202.03472222222223,2024-08-02,288,511.0,3179.4177083333334,18616.783333333333
2024-08-02 04:01:00,P,104.0,TX121650T4,16.0,21650.0,22156.0,2024-08-02,202408W1,21239,2024-08-07,40100,104.0,-0.2310301310365627,8.215644214306426,163.6281407035176,2024-08-02,199,411.0,2946.0256281407046,15301.8
2024-08-02 04:06:00,P,82.0,TX121550T4,15.0,21550.0,22137.0,2024-08-02,202408W1,21239,2024-08-07,40600,90.0,-0.2004133715269156,7.561296046620294,134.82156133828997,2024-08-02,269,311.0,2207.8369888475845,11002.5
2024-08-02 04:32:00,P,93.0,TX121550T4,16.0,21550.0,22141.0,2024-08-02,202408W1,21239,2024-08-07,43200,93.25,-0.21495198723821163,7.8444010658835595,134.82156133828997,2024-08-02,269,311.0,2045.1744888475846,10839.8375
2024-08-02 04:32:00,P,142.0,TX121750T4,18.0,21750.0,22141.0,2024-08-02,202408W1,21239,2024-08-07,43200,144.0,-0.3015383563483582,9.356332486162627,202.03472222222223,2024-08-02,288,511.0,2862.434375,18299.8
2024-08-02 04:32:00,P,127.0,TX121700T4,17.0,21700.0,22139.0,2024-08-02,202408W1,21239,2024-08-07,43200,127.0,-0.2763249507548152,8.980927987850746,181.17581047381546,2024-08-02,802,461.0,2671.381733167082,16650.65
2024-08-02 04:32:00,P,102.0,TX121600T4,16.0,21600.0,22138.0,2024-08-02,202408W1,21239,2024-08-07,43200,102.0,-0.2327982129732551,8.208398048525513,149.21691973969632,2024-08-02,461,361.0,2326.2851409978307,12901.9
2024-08-02 04:32:00,P,114.0,TX121650T4,17.0,21650.0,22136.0,2024-08-02,202408W1,21239,2024-08-07,43200,115.66666666666667,-0.25547362739202645,8.629991496971483,163.6281407035176,2024-08-02,199,411.0,2362.108961474037,14717.883333333333
2024-08-02 04:32:00,P,93.0,TX121550T4,16.0,21550.0,22132.0,2024-08-02,202408W1,21239,2024-08-07,43200,93.25,-0.21495198723821163,7.8444010658835595,134.82156133828997,2024-08-02,269,311.0,2045.1744888475846,10839.8375
2024-08-03 04:11:00,C,41.5,TX121800H4,13.0,21800.0,21238.0,2024-08-03,202408W1,21239,2024-08-07,41100,43.125,0.16031378700969215,5.684780874476048,16.226744186046513,2024-08-05,688,0.0,-1369.8803779069767,-2201.40625
2024-08-03 04:12:00,C,23.0,TX121950H4,12.0,21950.0,21237.0,2024-08-03,202408W1,21239,2024-08-07,41200,24.5,0.1013386037509477,4.135696478292834,10.978135048231511,2024-08-05,311,0.0,-699.867154340836,-1269.225
2024-08-03 04:12:00,C,35.0,TX121850H4,13.0,21850.0,21239.0,2024-08-03,202408W1,21239,2024-08-07,41200,35.0,0.1365275470451736,5.106309155950213,14.294552529182878,2024-08-05,257,0.0,-1059.7371011673154,-1794.75
2024-08-03 04:46:00,C,23.5,TX121950H4,12.0,21950.0,21202.0,2024-08-03,202408W1,21239,2024-08-07,44600,23.0,0.0961612014229724,3.966148860480138,10.978135048231511,2024-08-05,311,0.0,-624.792154340836,-1194.15
2024-08-03 04:47:00,C,23.0,TX121950H4,12.0,21950.0,21198.0,2024-08-03,202408W1,21239,2024-08-07,44700,23.0,0.0961600755226764,3.964513889565771,10.978135048231511,2024-08-05,311,0.0,-624.792154340836,-1194.15
2024-08-07 04:26:00,C,18.5,TX121000H4,12.0,21000.0,20433.0,2024-08-07,202408W1,21239,2024-08-07,42600,18.8125,0.09511230788028008,1.109807456832095,35.10530612244898,2024-08-07,1225,239.0,789.9444158163265,10965.434375
2024-08-07 04:28:00,C,17.5,TX121000H4,12.0,21000.0,20435.0,2024-08-07,202408W1,21239,2024-08-07,42800,17.73913043478261,0.0954889343482996,1.1111566885797608,35.10530612244898,2024-08-07,1225,239.0,843.6665625554568,11019.15652173913
2024-08-07 04:28:00,C,18.5,TX121000H4,12.0,21000.0,20434.0,2024-08-07,202408W1,21239,2024-08-07,42800,17.73913043478261,0.0954889343482996,1.1111566885797608,35.10530612244898,2024-08-07,1225,239.0,843.6665625554568,11019.15652173913
2024-08-08 04:11:00,C,250.0,TX221300H4,23.0,21300.0,20787.0,2024-08-08,202408W2,22019,2024-08-14,41100,,,,194.3457627118644,2024-08-08,295,719.0,,
2024-08-08 04:36:00,C,210.0,TX221400H4,21.0,21400.0,20773.0,2024-08-08,202408W2,22019,2024-08-14,43600,213.0,0.30631821141401144,9.64251064773515,159.64705882352942,2024-08-08,204,619.0,-2708.279411764705,20245.35
2024-08-08 04:36:00,C,203.0,TX221400H4,21.0,21400.0,20773.0,2024-08-08,202408W2,22019,2024-08-14,43600,213.0,0.30631821141401144,9.64251064773515,159.64705882352942,2024-08-08,204,619.0,-2708.279411764705,20245.35
2024-08-09 04:39:00,C,258.0,TX221550H4,24.0,21550.0,21420.0,2024-08-09,202408W2,22019,2024-08-14,43900,258.0,0.4451176343196046,10.275006486276078,233.73626373626374,2024-08-09,91,469.0,-1259.7736263736247,10493.1
2024-08-10 04:19:00,C,97.0,TX222000H4,16.0,22000.0,21595.0,2024-08-10,202408W2,22019,2024-08-14,41900,96.2,0.26563666326305524,7.77050402622343,128.05241935483872,2024-08-12,744,19.0,1559.4083467741934,-3908.81
2024-08-10 04:19:00,C,97.0,TX222000H4,16.0,22000.0,21597.0,2024-08-10,202408W2,22019,2024-08-14,41900,96.2,0.26563666326305524,7.77050402622343,128.05241935483872,2024-08-12,744,19.0,1559.4083467741934,-3908.81
2024-08-29 04:31:00,P,140.0,TX121800U4,18.0,21800.0,22207.0,2024-08-29,202409W1,21119,2024-09-04,43100,155.0,-0.2933219288283085,10.110857156371635,200.05869565217392,2024-08-29,460,681.0,2213.1818478260866,26249.25
2024-08-29 04:31:00,P,134.0,TX121800U4,18.0,21800.0,22207.0,2024-08-29,202409W1,21119,2024-09-04,43100,155.0,-0.2933219288283085,10.110857156371635,200.05869565217392,2024-08-29,460,681.0,2213.1818478260866,26249.25
2024-08-31 04:42:00,C,9.0,TX122900I4,11.0,22900.0,22301.0,2024-08-31,202409W1,21119,2024-09-04,44200,8.95,0.05968178954041525,2.8998352083264303,6.3130434782608695,2024-09-02,115,0.0,-154.6109782608695,-490.94749999999993
2024-08-31 04:42:00,C,8.9,TX122900I4,11.0,22900.0,22301.0,2024-08-31,202409W1,21119,2024-09-04,44200,8.95,0.05968178954041525,2.8998352083264303,6.3130434782608695,2024-09-02,115,0.0,-154.6109782608695,-490.94749999999993
2024-09-04 04:25:00,C,1.2,TX122200I4,11.0,22200.0,21408.0,2024-09-04,202409W1,21119,2024-09-04,42500,1.1857142857142857,0.010650009556511828,0.19360416997860716,1.1471204188481676,2024-09-04,191,0.0,-24.046335078534028,-102.345
2024-09-04 04:38:00,C,0.9,TX122350I4,11.0,22350.0,21377.0,2024-09-04,202409W1,21119,2024-09-04,43800,0.8,0.0067741523246721,0.1288227840067085,1.1,2024-09-04,124,0.0,-7.094999999999992,-83.03999999999999
2024-09-07 04:17:00,C,42.5,TX221300I4,13.0,21300.0,20610.0,2024-09-07,202409W2,21098,2024-09-11,41700,42.22222222222222,0.14532697900765223,5.174757929829391,59.308777429467085,2024-09-09,638,0.0,827.2512103796587,-2156.222222222222
2024-09-07 04:24:00,C,36.0,TX221350I4,13.0,21350.0,20579.0,2024-09-07,202409W2,21098,2024-09-11,42400,37.375,0.12623691599624554,4.6853218162935,49.0,2024-09-09,281,0.0,554.9312500000002,-1913.61875
2024-09-07 04:24:00,C,31.5,TX221350I4,13.0,21350.0,20579.0,2024-09-07,202409W2,21098,2024-09-11,42400,37.375,0.12623691599624554,4.6853218162935,49.0,2024-09-09,281,0.0,554.9312500000002,-1913.61875
2024-09-07 04:46:00,C,32.5,TX221350I4,13.0,21350.0,20572.0,2024-09-07,202409W2,21098,2024-09-11,44600,33.294117647058826,0.11819188268619704,4.467994491420468,49.0,2024-09-09,281,0.0,759.1794117647061,-1709.3705882352942
2024-09-12 04:01:00,C,26.0,TXO22200I4,12.0,22200.0,21546.0,2024-09-12,202409,21619,2024-09-18,40100,26.11111111111111,0.10867819493488735,5.3187713991948256,38.01803607214429,2024-09-12,499,0.0,570.1397906924964,-1350.861111111111
2024-09-12 04:02:00,C,49.5,TXO22000I4,13.0,22000.0,21544.0,2024-09-12,202409,21619,2024-09-18,40200,45.917582417582416,0.18122916648943818,7.518374748726009,79.09785407725322,2024-09-12,1165,0.0,1630.762811158798,-2342.1749999999997
2024-09-12 04:02:00,C,47.5,TXO22000I4,13.0,22000.0,21544.0,2024-09-12,202409,21619,2024-09-18,40200,45.917582417582416,0.18122916648943818,7.518374748726009,79.09785407725322,2024-09-12,1165,0.0,1630.762811158798,-2342.1749999999997
2024-09-12 04:03:00,C,47.5,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40300,44.572490706319705,0.17846771945032744,7.4453808141977875,79.09785407725322,2024-09-12,1165,0.0,1698.0846513074969,-2274.8531598513014
2024-09-12 04:05:00,C,45.5,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21549.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21547.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,45.5,TXO22000I4,13.0,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,45.0,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,45.0,TXO22000I4,13.0,22000.0,21540.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,45.0,TXO22000I4,13.0,22000.0,21539.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:05:00,C,44.5,TXO22000I4,13.0,22000.0,21535.0,2024-09-12,202409,21619,2024-09-18,40500,42.44724770642202,0.17377942205578617,7.320610959677585,79.09785407725322,2024-09-12,1165,0.0,1804.4530634523758,-2168.4847477064222
2024-09-12 04:06:00,C,43.0,TXO22000I4,13.0,22000.0,21539.0,2024-09-12,202409,21619,2024-09-18,40600,41.84871794871795,0.1724952140963873,7.2859240563150145,79.09785407725322,2024-09-12,1165,0.0,1834.4094778254646,-2138.528333333333
2024-09-12 04:06:00,C,43.0,TXO22000I4,13.0,22000.0,21538.0,2024-09-12,202409,21619,2024-09-18,40600,41.84871794871795,0.1724952140963873,7.2859240563150145,79.09785407725322,2024-09-12,1165,0.0,1834.4094778254646,-2138.528333333333
2024-09-12 04:07:00,C,45.0,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40700,41.613207547169814,0.1722732768594876,7.2802356814205185,79.09785407725322,2024-09-12,1165,0.0,1846.1967734229488,-2126.741037735849
2024-09-12 04:07:00,C,41.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40700,41.613207547169814,0.1722732768594876,7.2802356814205185,79.09785407725322,2024-09-12,1165,0.0,1846.1967734229488,-2126.741037735849
2024-09-12 04:07:00,C,41.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40700,41.613207547169814,0.1722732768594876,7.2802356814205185,79.09785407725322,2024-09-12,1165,0.0,1846.1967734229488,-2126.741037735849
2024-09-12 04:07:00,C,42.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40700,41.613207547169814,0.1722732768594876,7.2802356814205185,79.09785407725322,2024-09-12,1165,0.0,1846.1967734229488,-2126.741037735849
2024-09-12 04:08:00,C,41.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,40.5,TXO22000I4,13.0,22000.0,21544.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,42.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,42.11290322580645,0.17385120323366907,7.322659333452549,79.09785407725322,2024-09-12,1165,0.0,1821.1870047071852,-2151.750806451613
2024-09-12 04:09:00,C,42.0,TXO22000I4,13.0,22000.0,21546.0,2024-09-12,202409,21619,2024-09-18,40900,42.91803278688525,0.17579807833663008,7.374553654918073,79.09785407725322,2024-09-12,1165,0.0,1780.8902701751913,-2192.0475409836067
2024-09-12 04:09:00,C,42.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40900,42.91803278688525,0.17579807833663008,7.374553654918073,79.09785407725322,2024-09-12,1165,0.0,1780.8902701751913,-2192.0475409836067
2024-09-12 04:09:00,C,42.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40900,42.91803278688525,0.17579807833663008,7.374553654918073,79.09785407725322,2024-09-12,1165,0.0,1780.8902701751913,-2192.0475409836067
2024-09-12 04:09:00,C,41.5,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40900,42.91803278688525,0.17579807833663008,7.374553654918073,79.09785407725322,2024-09-12,1165,0.0,1780.8902701751913,-2192.0475409836067
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21546.0,2024-09-12,202409,21619,2024-09-18,41000,42.79642857142857,0.1753666870517848,7.36223338912579,79.09785407725322,2024-09-12,1165,0.0,1786.9765611587982,-2185.96125
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,41000,42.79642857142857,0.1753666870517848,7.36223338912579,79.09785407725322,2024-09-12,1165,0.0,1786.9765611587982,-2185.96125
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21546.0,2024-09-12,202409,21619,2024-09-18,41000,42.79642857142857,0.1753666870517848,7.36223338912579,79.09785407725322,2024-09-12,1165,0.0,1786.9765611587982,-2185.96125
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21554.0,2024-09-12,202409,21619,2024-09-18,41000,42.79642857142857,0.1753666870517848,7.36223338912579,79.09785407725322,2024-09-12,1165,0.0,1786.9765611587982,-2185.96125
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21554.0,2024-09-12,202409,21619,2024-09-18,41000,42.79642857142857,0.1753666870517848,7.36223338912579,79.09785407725322,2024-09-12,1165,0.0,1786.9765611587982,-2185.96125
