Time,Category,Price,ID,Fee,StrikePrice,FutPrice,Date,ProductCode,SettlementPrice,SettlementDate,DateTime,SelectedStrikePrice,SelectedPrice,Delta,Vega,NewPrice,NewDate,NumMatchingTrades,Intrinsic_Value,PnL_Early_Close,PnL_Settlement
2024-07-24 04:41:00,C,5.6,TX423250G4,11.0,23250.0,22701.0,2024-07-24,202407W4,22069,2024-07-26,44100,23300.0,4.025,0.03500197553714762,1.4152945466099753,0.9111111111111112,2024-07-26,135,0.0,-177.94125,-245.45125000000002
2024-07-24 04:41:00,C,5.6,TX423250G4,11.0,23250.0,22701.0,2024-07-24,202407W4,22069,2024-07-26,44100,23300.0,4.025,0.03500197553714762,1.4152945466099753,0.9111111111111112,2024-07-26,135,0.0,-177.94125,-245.45125000000002
2024-07-30 04:31:00,P,51.0,TX521600S4,13.5,21600.0,22034.0,2024-07-30,202407W5,22239,2024-07-31,43100,21100.0,7.3,-0.0345155365644538,1.035465326205424,7.833898305084746,2024-07-30,59,0.0,3.9382203389831236,-409.365
2024-07-30 04:31:00,P,51.0,TX521600S4,13.5,21600.0,22034.0,2024-07-30,202407W5,22239,2024-07-31,43100,21100.0,7.3,-0.0345155365644538,1.035465326205424,7.833898305084746,2024-07-30,59,0.0,3.9382203389831236,-409.365
2024-07-30 04:31:00,P,26.5,TX521400S4,12.0,21400.0,22033.0,2024-07-30,202407W5,22239,2024-07-31,43100,21100.0,7.3,-0.0345155365644538,1.035465326205424,7.833898305084746,2024-07-30,59,0.0,3.9382203389831236,-409.365
2024-07-30 04:31:00,P,26.0,TX521400S4,12.0,21400.0,22033.0,2024-07-30,202407W5,22239,2024-07-31,43100,21100.0,7.3,-0.0345155365644538,1.035465326205424,7.833898305084746,2024-07-30,59,0.0,3.9382203389831236,-409.365
2024-08-01 04:05:00,C,82.0,TX123100H4,15.0,23100.0,22642.0,2024-08-01,202408W1,21239,2024-08-07,40500,23200.0,63.166666666666664,0.18547784145475957,8.002390198104116,79.10372340425532,2024-08-01,376,0.0,767.7393173758865,-3204.4916666666663
2024-08-02 04:00:00,P,149.0,TX121800T4,18.0,21800.0,22126.0,2024-08-02,202408W1,21239,2024-08-07,40000,20500.0,6.5,-0.0199728318661528,1.3050524876460206,14.25,2024-08-02,84,0.0,364.46250000000003,-368.325
2024-08-02 04:00:00,P,149.0,TX121800T4,18.0,21800.0,22131.0,2024-08-02,202408W1,21239,2024-08-07,40000,20500.0,6.5,-0.0199728318661528,1.3050524876460206,14.25,2024-08-02,84,0.0,364.46250000000003,-368.325
2024-08-02 04:01:00,P,121.0,TX121700T4,17.0,21700.0,22126.0,2024-08-02,202408W1,21239,2024-08-07,40100,20400.0,4.39,-0.01413810801072575,0.9708798943991027,11.103305785123966,2024-08-02,121,0.0,312.8906239669421,-262.7195
2024-08-02 04:01:00,P,141.0,TX121800T4,18.0,21800.0,22167.0,2024-08-02,202408W1,21239,2024-08-07,40100,20400.0,4.39,-0.01413810801072575,0.9708798943991027,11.103305785123966,2024-08-02,121,0.0,312.8906239669421,-262.7195
2024-08-02 04:01:00,P,91.0,TX121600T4,16.0,21600.0,22157.0,2024-08-02,202408W1,21239,2024-08-07,40100,20400.0,4.39,-0.01413810801072575,0.9708798943991027,11.103305785123966,2024-08-02,121,0.0,312.8906239669421,-262.7195
2024-08-02 04:01:00,P,134.0,TX121750T4,18.0,21750.0,22156.0,2024-08-02,202408W1,21239,2024-08-07,40100,20400.0,4.39,-0.01413810801072575,0.9708798943991027,11.103305785123966,2024-08-02,121,0.0,312.8906239669421,-262.7195
2024-08-02 04:01:00,P,104.0,TX121650T4,16.0,21650.0,22156.0,2024-08-02,202408W1,21239,2024-08-07,40100,20400.0,4.39,-0.01413810801072575,0.9708798943991027,11.103305785123966,2024-08-02,121,0.0,312.8906239669421,-262.7195
2024-08-02 04:06:00,P,82.0,TX121550T4,15.0,21550.0,22137.0,2024-08-02,202408W1,21239,2024-08-07,40600,20600.0,10.5,-0.02987372699520565,1.8291096781728928,17.06766917293233,2024-08-02,133,0.0,305.00507518796996,-568.525
2024-08-02 04:32:00,P,93.0,TX121550T4,16.0,21550.0,22141.0,2024-08-02,202408W1,21239,2024-08-07,43200,21000.0,28.5,-0.07617761352437645,3.8456465314044173,40.285714285714285,2024-08-02,574,0.0,563.8464285714285,-1469.425
2024-08-02 04:32:00,P,142.0,TX121750T4,18.0,21750.0,22141.0,2024-08-02,202408W1,21239,2024-08-07,43200,21000.0,28.5,-0.07617761352437645,3.8456465314044173,40.285714285714285,2024-08-02,574,0.0,563.8464285714285,-1469.425
2024-08-02 04:32:00,P,127.0,TX121700T4,17.0,21700.0,22139.0,2024-08-02,202408W1,21239,2024-08-07,43200,21000.0,28.5,-0.07617761352437645,3.8456465314044173,40.285714285714285,2024-08-02,574,0.0,563.8464285714285,-1469.425
2024-08-02 04:32:00,P,102.0,TX121600T4,16.0,21600.0,22138.0,2024-08-02,202408W1,21239,2024-08-07,43200,21000.0,28.5,-0.07617761352437645,3.8456465314044173,40.285714285714285,2024-08-02,574,0.0,563.8464285714285,-1469.425
2024-08-02 04:32:00,P,114.0,TX121650T4,17.0,21650.0,22136.0,2024-08-02,202408W1,21239,2024-08-07,43200,21000.0,28.5,-0.07617761352437645,3.8456465314044173,40.285714285714285,2024-08-02,574,0.0,563.8464285714285,-1469.425
2024-08-02 04:32:00,P,93.0,TX121550T4,16.0,21550.0,22132.0,2024-08-02,202408W1,21239,2024-08-07,43200,21000.0,28.5,-0.07617761352437645,3.8456465314044173,40.285714285714285,2024-08-02,574,0.0,563.8464285714285,-1469.425
2024-08-03 04:11:00,C,41.5,TX121800H4,13.0,21800.0,21238.0,2024-08-03,202408W1,21239,2024-08-07,41100,21900.0,30.051724137931036,0.11956130156129448,4.655864503943244,12.901333333333334,2024-08-05,375,0.0,-881.6671931034484,-1547.0887931034483
2024-08-03 04:12:00,C,23.0,TX121950H4,12.0,21950.0,21237.0,2024-08-03,202408W1,21239,2024-08-07,41200,22050.0,15.5,0.0697787887453674,3.125476386477625,7.714159292035397,2024-08-05,226,0.0,-412.4527433628319,-818.775
2024-08-03 04:12:00,C,35.0,TX121850H4,13.0,21850.0,21239.0,2024-08-03,202408W1,21239,2024-08-07,41200,21950.0,24.5,0.1013386037509477,4.135696478292834,10.978135048231511,2024-08-05,311,0.0,-699.867154340836,-1269.225
2024-08-03 04:46:00,C,23.5,TX121950H4,12.0,21950.0,21202.0,2024-08-03,202408W1,21239,2024-08-07,44600,22100.0,12.0,0.0558215803597306,2.617683997820188,7.528308823529412,2024-08-05,272,0.0,-246.56097426470583,-643.6
2024-08-03 04:47:00,C,23.0,TX121950H4,12.0,21950.0,21198.0,2024-08-03,202408W1,21239,2024-08-07,44700,22150.0,11.625,0.05258264262774937,2.4959381161230683,6.215652173913045,2024-08-05,115,0.0,-293.35942391304343,-624.83125
2024-08-07 04:26:00,C,18.5,TX121000H4,12.0,21000.0,20433.0,2024-08-07,202408W1,21239,2024-08-07,42600,21100.0,11.166666666666666,0.061989827584839015,0.8023117655217226,19.99690880989181,2024-08-07,647,139.0,417.95392838742936,6348.108333333334
2024-08-07 04:28:00,C,17.5,TX121000H4,12.0,21000.0,20435.0,2024-08-07,202408W1,21239,2024-08-07,42800,21100.0,10.833333333333334,0.06288763313831196,0.8096391284853142,19.99690880989181,2024-08-07,647,139.0,434.6372617207625,6364.791666666666
2024-08-07 04:28:00,C,18.5,TX121000H4,12.0,21000.0,20434.0,2024-08-07,202408W1,21239,2024-08-07,42800,21100.0,10.833333333333334,0.06288763313831196,0.8096391284853142,19.99690880989181,2024-08-07,647,139.0,434.6372617207625,6364.791666666666
2024-08-08 04:11:00,C,250.0,TX221300H4,23.0,21300.0,20787.0,2024-08-08,202408W2,22019,2024-08-14,41100,21700.0,128.75,0.2174049090538438,8.101501995924068,86.48186528497409,2024-08-08,193,319.0,-2146.1683290155443,9462.0625
2024-08-08 04:36:00,C,210.0,TX221400H4,21.0,21400.0,20773.0,2024-08-08,202408W2,22019,2024-08-14,43600,21500.0,185.14285714285714,0.27644362297867475,9.191122021889965,130.62295081967213,2024-08-08,244,519.0,-2763.7836065573765,16639.600000000002
2024-08-08 04:36:00,C,203.0,TX221400H4,21.0,21400.0,20773.0,2024-08-08,202408W2,22019,2024-08-14,43600,21500.0,185.14285714285714,0.27644362297867475,9.191122021889965,130.62295081967213,2024-08-08,244,519.0,-2763.7836065573765,16639.600000000002
2024-08-09 04:39:00,C,258.0,TX221550H4,24.0,21550.0,21420.0,2024-08-09,202408W2,22019,2024-08-14,43900,21650.0,226.0,0.4000220633077907,10.044777699140624,190.27272727272728,2024-08-09,44,369.0,-1829.1772727272717,7094.7
2024-08-10 04:19:00,C,97.0,TX222000H4,16.0,22000.0,21595.0,2024-08-10,202408W2,22019,2024-08-14,41900,22100.0,76.0,0.21941973466944553,7.005409018530893,93.58671586715867,2024-08-12,271,0.0,848.8564575645762,-3847.8
2024-08-10 04:19:00,C,97.0,TX222000H4,16.0,22000.0,21597.0,2024-08-10,202408W2,22019,2024-08-14,41900,22100.0,76.0,0.21941973466944553,7.005409018530893,93.58671586715867,2024-08-12,271,0.0,848.8564575645762,-3847.8
2024-08-29 04:31:00,P,140.0,TX121800U4,18.0,21800.0,22207.0,2024-08-29,202409W1,21119,2024-09-04,43100,20900.0,29.0,-0.0675829991485779,3.843804473214947,34.845588235294116,2024-08-29,204,0.0,267.0871323529412,-1494.45
2024-08-29 04:31:00,P,134.0,TX121800U4,18.0,21800.0,22207.0,2024-08-29,202409W1,21119,2024-09-04,43100,20900.0,29.0,-0.0675829991485779,3.843804473214947,34.845588235294116,2024-08-29,204,0.0,267.0871323529412,-1494.45
2024-08-31 04:42:00,C,9.0,TX122900I4,11.0,22900.0,22301.0,2024-08-31,202409W1,21119,2024-09-04,44200,23000.0,8.2,0.0504511798506424,2.5392672015016347,3.7922535211267605,2024-09-02,142,0.0,-242.98693661971825,-453.40999999999997
2024-08-31 04:42:00,C,8.9,TX122900I4,11.0,22900.0,22301.0,2024-08-31,202409W1,21119,2024-09-04,44200,23000.0,8.2,0.0504511798506424,2.5392672015016347,3.7922535211267605,2024-09-02,142,0.0,-242.98693661971825,-453.40999999999997
2024-09-04 04:25:00,C,1.2,TX122200I4,11.0,22200.0,21408.0,2024-09-04,202409W1,21119,2024-09-04,42500,22300.0,0.5,0.0048319099778298,0.0964062464023108,1.030366492146597,2024-09-04,191,0.0,4.441806282722515,-68.025
2024-09-04 04:38:00,C,0.9,TX122350I4,11.0,22350.0,21377.0,2024-09-04,202409W1,21119,2024-09-04,43800,22500.0,0.7999999999999997,0.006021742276701045,0.11578397919307863,0.9663265306122448,2024-09-04,98,0.0,-13.771989795918351,-83.03999999999999
2024-09-07 04:17:00,C,42.5,TX221300I4,13.0,21300.0,20610.0,2024-09-07,202409W2,21098,2024-09-11,41700,21450.0,28.0,0.10164582674596416,4.026012990549772,35.16959798994975,2024-09-09,398,0.0,333.32141959799026,-1444.4
2024-09-07 04:24:00,C,36.0,TX221350I4,13.0,21350.0,20579.0,2024-09-07,202409W2,21098,2024-09-11,42400,21450.0,27.1875,0.09787865892585537,3.9093549127216214,35.16959798994975,2024-09-09,398,0.0,373.98704459799023,-1403.734375
2024-09-07 04:24:00,C,31.5,TX221350I4,13.0,21350.0,20579.0,2024-09-07,202409W2,21098,2024-09-11,42400,21450.0,27.1875,0.09787865892585537,3.9093549127216214,35.16959798994975,2024-09-09,398,0.0,373.98704459799023,-1403.734375
2024-09-07 04:46:00,C,32.5,TX221350I4,13.0,21350.0,20572.0,2024-09-07,202409W2,21098,2024-09-11,44600,21450.0,25.3125,0.0922037675027762,3.730487512594398,35.16959798994975,2024-09-09,398,0.0,467.83079459799023,-1309.890625
2024-09-12 04:01:00,C,26.0,TXO22200I4,12.0,22200.0,21546.0,2024-09-12,202409,21619,2024-09-18,40100,22350.0,15.5,0.0693948513647669,3.8058994608825465,23.670212765957448,2024-09-12,47,0.0,384.5521276595747,-819.775
2024-09-12 04:02:00,C,49.5,TXO22000I4,13.0,22000.0,21544.0,2024-09-12,202409,21619,2024-09-18,40200,22100.0,33.5,0.13809271646821114,6.289878489034548,56.55154639175258,2024-09-12,582,0.0,1126.0747422680413,-1720.675
2024-09-12 04:02:00,C,47.5,TXO22000I4,13.0,22000.0,21544.0,2024-09-12,202409,21619,2024-09-18,40200,22100.0,33.5,0.13809271646821114,6.289878489034548,56.55154639175258,2024-09-12,582,0.0,1126.0747422680413,-1720.675
2024-09-12 04:03:00,C,47.5,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40300,22100.0,31.833333333333332,0.13396182291701073,6.159700091417761,56.55154639175258,2024-09-12,582,0.0,1209.491408934708,-1637.2583333333332
2024-09-12 04:05:00,C,45.5,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21549.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21547.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,46.0,TXO22000I4,13.5,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,45.5,TXO22000I4,13.0,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,45.0,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,45.0,TXO22000I4,13.0,22000.0,21540.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,45.0,TXO22000I4,13.0,22000.0,21539.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:05:00,C,44.5,TXO22000I4,13.0,22000.0,21535.0,2024-09-12,202409,21619,2024-09-18,40500,22100.0,31.181818181818183,0.13225902602592368,6.105838524578136,56.55154639175258,2024-09-12,582,0.0,1242.0997422680412,-1604.65
2024-09-12 04:06:00,C,43.0,TXO22000I4,13.0,22000.0,21539.0,2024-09-12,202409,21619,2024-09-18,40600,22100.0,30.96875,0.13204116983165787,6.099312807404698,56.55154639175258,2024-09-12,582,0.0,1252.7638047680412,-1593.9859375
2024-09-12 04:06:00,C,43.0,TXO22000I4,13.0,22000.0,21538.0,2024-09-12,202409,21619,2024-09-18,40600,22100.0,30.96875,0.13204116983165787,6.099312807404698,56.55154639175258,2024-09-12,582,0.0,1252.7638047680412,-1593.9859375
2024-09-12 04:07:00,C,45.0,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40700,22100.0,30.785714285714285,0.13171608565426027,6.0892636039424275,56.55154639175258,2024-09-12,582,0.0,1261.9247422680412,-1584.825
2024-09-12 04:07:00,C,41.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40700,22100.0,30.785714285714285,0.13171608565426027,6.0892636039424275,56.55154639175258,2024-09-12,582,0.0,1261.9247422680412,-1584.825
2024-09-12 04:07:00,C,41.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40700,22100.0,30.785714285714285,0.13171608565426027,6.0892636039424275,56.55154639175258,2024-09-12,582,0.0,1261.9247422680412,-1584.825
2024-09-12 04:07:00,C,42.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40700,22100.0,30.785714285714285,0.13171608565426027,6.0892636039424275,56.55154639175258,2024-09-12,582,0.0,1261.9247422680412,-1584.825
2024-09-12 04:08:00,C,41.5,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21543.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,40.5,TXO22000I4,13.0,22000.0,21544.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21542.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,42.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:08:00,C,41.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40800,22100.0,30.571428571428573,0.13175272065200258,6.091080751107987,56.55154639175258,2024-09-12,582,0.0,1272.649742268041,-1574.1000000000001
2024-09-12 04:09:00,C,42.0,TXO22000I4,13.0,22000.0,21546.0,2024-09-12,202409,21619,2024-09-18,40900,22100.0,30.583333333333332,0.13187071425950406,6.094923848592089,56.55154639175258,2024-09-12,582,0.0,1272.053908934708,-1574.6958333333332
2024-09-12 04:09:00,C,42.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40900,22100.0,30.583333333333332,0.13187071425950406,6.094923848592089,56.55154639175258,2024-09-12,582,0.0,1272.053908934708,-1574.6958333333332
2024-09-12 04:09:00,C,42.0,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40900,22100.0,30.583333333333332,0.13187071425950406,6.094923848592089,56.55154639175258,2024-09-12,582,0.0,1272.053908934708,-1574.6958333333332
2024-09-12 04:09:00,C,41.5,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,40900,22100.0,30.583333333333332,0.13187071425950406,6.094923848592089,56.55154639175258,2024-09-12,582,0.0,1272.053908934708,-1574.6958333333332
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21546.0,2024-09-12,202409,21619,2024-09-18,41000,22100.0,30.736842105263158,0.13201540203860684,6.098604208673615,56.55154639175258,2024-09-12,582,0.0,1264.3707948996203,-1582.378947368421
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21545.0,2024-09-12,202409,21619,2024-09-18,41000,22100.0,30.736842105263158,0.13201540203860684,6.098604208673615,56.55154639175258,2024-09-12,582,0.0,1264.3707948996203,-1582.378947368421
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21546.0,2024-09-12,202409,21619,2024-09-18,41000,22100.0,30.736842105263158,0.13201540203860684,6.098604208673615,56.55154639175258,2024-09-12,582,0.0,1264.3707948996203,-1582.378947368421
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21554.0,2024-09-12,202409,21619,2024-09-18,41000,22100.0,30.736842105263158,0.13201540203860684,6.098604208673615,56.55154639175258,2024-09-12,582,0.0,1264.3707948996203,-1582.378947368421
2024-09-12 04:10:00,C,41.5,TXO22000I4,13.0,22000.0,21554.0,2024-09-12,202409,21619,2024-09-18,41000,22100.0,30.736842105263158,0.13201540203860684,6.098604208673615,56.55154639175258,2024-09-12,582,0.0,1264.3707948996203,-1582.378947368421
2024-09-12 04:11:00,C,41.5,TXO22000I4,13.0,22000.0,21553.0,2024-09-12,202409,21619,2024-09-18,41100,22100.0,30.846153846153847,0.13227912993831897,6.106715351764231,56.55154639175258,2024-09-12,582,0.0,1258.899742268041,-1587.8500000000001
2024-09-12 04:11:00,C,41.5,TXO22000I4,13.0,22000.0,21553.0,2024-09-12,202409,21619,2024-09-18,41100,22100.0,30.846153846153847,0.13227912993831897,6.106715351764231,56.55154639175258,2024-09-12,582,0.0,1258.899742268041,-1587.8500000000001
2024-09-12 04:13:00,C,44.5,TXO22000I4,13.0,22000.0,21554.0,2024-09-12,202409,21619,2024-09-18,41300,22200.0,22.0,0.09821861338754913,4.939210017892486,38.01803607214429,2024-09-12,499,0.0,775.9009018036073,-1145.1
2024-09-12 04:13:00,C,44.5,TXO22000I4,13.0,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,41300,22200.0,22.0,0.09821861338754913,4.939210017892486,38.01803607214429,2024-09-12,499,0.0,775.9009018036073,-1145.1
2024-09-12 04:13:00,C,44.5,TXO22000I4,13.0,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,41300,22200.0,22.0,0.09821861338754913,4.939210017892486,38.01803607214429,2024-09-12,499,0.0,775.9009018036073,-1145.1
2024-09-12 04:13:00,C,44.5,TXO22000I4,13.0,22000.0,21548.0,2024-09-12,202409,21619,2024-09-18,41300,22200.0,22.0,0.09821861338754913,4.939210017892486,38.01803607214429,2024-09-12,499,0.0,775.9009018036073,-1145.1
